codigodanedepartamento,codigodanemunicipio,tipoarea,ano,mes,condicion
5,5854,1,2008,6,1
5,579,1,2004,1,1
5,5667,1,2008,8,1
5,579,1,2009,8,2
5,579,1,2009,8,2
5,579,1,2009,8,2
13,1316,1,2009,8,2
13,1316,1,2009,8,2
13,1316,1,2009,8,2
50,5037,1,2009,8,2
5,5313,1,2004,1,1
5,5313,1,2,5,1
5,5313,1,2003,8,1
5,5313,1,2004,7,1
5,5361,1,2009,8,2
5,579,1,2009,8,2
17,17513,1,2002,6,1
5,579,1,2009,8,2
5,579,1,2009,8,2
5,579,1,2009,8,2
20,20178,2,1992,6,1
20,20178,2,1992,6,1
19,19821,1,2009,8,1
19,19821,1,2009,8,1
19,19821,1,2009,8,1
50,5035,1,2006,8,1
5,566,1,2009,4,1
20,20178,2,1992,6,1
52,52699,1,2009,8,2
86,86573,1,2009,8,2
18,1846,1,2009,8,2
5,5854,1,2009,3,1
5,5854,1,2009,3,1
5,504,2,2009,4,1
5,5854,1,2009,4,1
5,5854,1,2009,3,1
5,5854,1,2009,3,1
5,5854,1,2009,3,1
76,76248,1,2009,8,2
5,5854,1,2009,3,1
5,5854,1,2009,3,1
5,5667,1,2006,7,1
18,18753,1,2009,9,2
73,73675,1,2009,9,2
95,95015,1,2009,9,2
52,52079,1,2009,2,2
5,5313,1,2003,8,1
5,512,1,2009,9,2
5,5361,1,2009,9,2
5,5361,1,2009,9,2
18,18247,1,2009,9,2
5,579,1,2009,9,2
5,579,1,2009,9,2
52,52696,1,2009,9,2
50,50711,1,2009,9,2
50,50711,1,2009,9,2
95,95015,1,2009,9,2
73,73616,1,2009,9,2
23,23807,1,2009,9,1
47,47001,1,2001,1,1
18,18756,1,2009,9,2
54,54206,1,2009,9,2
19,19142,1,2009,9,2
5,5361,1,2009,9,2
41,41078,1,2009,9,2
52,52699,1,2009,10,1
52,52699,1,2009,10,1
50,50711,1,2009,9,2
50,50711,1,2009,9,2
5,5045,1,2009,9,2
18,1841,1,2009,10,1
81,81794,1,2009,1,1
81,81794,1,2009,10,2
23,23807,1,2009,10,2
95,95001,1,2009,10,2
95,95001,1,2009,10,2
18,18592,1,2009,10,2
5,579,1,2009,8,1
18,1841,1,2009,10,2
54,54377,1,2009,10,2
95,95001,1,2009,10,2
95,95001,1,2009,10,2
95,95001,1,2009,10,2
95,95001,1,2009,10,2
5,5197,1,2002,8,1
19,19256,1,2006,4,1
13,13688,1,2,1,1
5,5854,1,2008,2,1
5,5895,1,1999,9,1
81,813,1,2,1,1
20,20228,1,2004,7,1
50,5027,1,2003,9,1
50,50711,1,2005,6,1
54,54344,1,2009,10,2
18,1841,1,2009,10,2
5,5543,1,2009,10,2
23,23807,1,2009,10,2
18,18592,1,2009,10,2
18,18592,1,2009,10,2
5,519,2,1996,2,1
50,50001,1,2006,6,1
50,50001,1,2006,6,1
50,5027,1,2003,9,1
97,97161,1,2009,5,1
5,579,1,2009,10,2
5,579,1,2009,10,2
5,579,1,2009,10,2
5,579,1,2009,10,2
54,54206,1,2009,10,2
41,41078,1,2009,10,2
11,11001,2,2009,10,1
54,54344,1,2009,9,2
81,81794,1,2009,10,1
54,54344,1,2009,9,2
5,5361,1,2009,9,2
50,5033,1,2009,10,2
50,5033,1,2009,10,2
5,5172,1,2009,8,2
81,81794,1,2009,9,2
5,5234,1,2002,6,1
5,5361,1,2009,9,2
13,1381,1,1997,11,1
54,54377,1,2009,10,2
50,50711,1,2009,9,2
52,52678,1,2009,6,1
54,54398,1,2009,6,2
5,5361,1,2009,3,1
13,13688,1,2009,9,1
23,2358,1,2009,6,2
23,2358,1,2009,6,2
5,512,1,2009,5,2
5,5361,1,2009,6,2
52,52678,1,2009,6,1
5,512,1,2009,7,1
5,579,1,2004,3,1
5,579,1,2004,3,1
5,5361,1,2009,6,1
5,5361,1,2008,5,1
5,5361,1,2008,8,1
5,5361,1,2008,11,1
5,5361,1,2008,11,1
5,5361,1,2008,10,1
5,5361,1,2009,6,1
5,5837,1,2008,8,1
81,813,1,2005,4,1
18,18001,1,2009,10,2
95,952,1,2009,10,2
23,2358,1,2009,11,2
95,95001,1,2009,11,2
41,4102,1,2009,11,2
41,4102,1,2009,11,2
50,5033,1,2009,11,2
18,18756,1,2009,10,2
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
5,5045,1,1997,4,1
52,52699,1,2009,7,1
86,86568,1,2009,11,2
5,5234,1,2009,11,2
41,41001,1,2009,11,2
19,19517,1,2008,7,2
18,18592,1,2008,7,2
52,52699,1,2008,7,2
70,70508,1,2008,6,1
70,70508,1,2008,6,1
70,70508,1,2008,6,1
5,5854,1,2008,6,1
5,5854,1,2008,6,1
73,73555,1,2008,6,2
5,5495,1,2008,6,2
5,5495,1,2008,6,2
5,5495,1,2008,6,2
50,50711,1,2008,6,1
5,5495,1,2008,6,2
50,50711,1,2008,6,1
50,50711,1,2008,6,1
50,50711,1,2008,6,1
18,18592,1,2008,3,1
68,68132,1,2002,1,2
5,504,1,2008,6,1
13,13744,1,2008,6,2
13,13744,1,2008,6,2
13,13744,1,2008,6,2
13,13744,1,2008,6,2
20,2055,1,2008,7,2
20,2055,1,2008,7,2
54,5467,1,2008,6,2
5,5495,1,2008,6,2
50,50711,1,2008,6,1
52,52678,1,2008,6,1
52,52678,1,2008,6,1
52,52678,1,2008,6,1
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
81,81065,1,2008,5,1
5,5234,1,2008,7,2
23,23807,1,2008,7,2
81,81065,1,2008,7,2
13,13688,1,2008,3,1
44,44855,1,2008,7,2
44,44855,1,2008,7,2
44,44855,1,2008,7,2
44,44855,1,2008,7,2
63,63548,1,2008,6,2
63,63548,1,2008,6,2
5,579,1,2008,7,2
5,579,1,2008,7,2
5,5756,1,2008,7,1
5,512,1,2008,7,2
5,512,1,2008,7,2
5,512,1,2008,7,2
52,52699,1,2008,7,2
50,5059,1,2008,7,2
54,54344,1,2008,7,2
23,23807,1,2008,7,2
23,23807,1,2008,7,2
23,23807,1,2008,7,2
23,23807,1,2008,7,2
23,23807,1,2008,7,2
23,23807,1,2008,7,2
18,1841,1,2008,7,2
18,1841,1,2008,7,2
11,11001,1,2008,7,2
11,11001,1,2008,7,2
76,7652,1,2008,7,2
52,52678,1,2008,2,1
76,76233,1,2008,5,2
50,50251,1,2008,7,2
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,1
86,86568,1,2008,7,2
5,5361,1,2008,8,1
41,41206,1,2008,5,1
50,50711,1,2008,8,2
50,50711,1,2008,8,2
5,5234,1,2008,8,2
52,52699,1,2008,8,2
50,50711,1,2008,8,2
5,5736,1,2008,3,1
27,27075,1,2008,3,1
95,95001,1,2008,8,2
50,50711,1,2008,8,2
76,7652,1,2008,8,2
76,76275,1,2008,8,2
76,76275,1,2008,8,2
23,23466,1,2008,8,2
81,81065,1,2008,8,2
5,512,1,2008,8,2
19,19455,1,2008,8,2
52,52699,1,2008,8,2
68,68655,1,2001,1,1
54,54206,1,2008,3,1
54,5467,1,2008,2,1
73,73236,1,2008,8,2
41,41206,1,2008,8,2
73,73873,1,2008,8,2
76,76275,1,2008,6,1
23,23807,1,2008,8,2
23,23807,1,2008,8,2
76,76109,1,2008,8,2
52,5254,1,2008,8,2
52,52699,1,2008,8,2
52,52699,1,2008,8,2
5,5234,1,2008,8,2
41,41206,1,2008,8,2
81,81065,1,2008,8,2
54,5481,1,2008,8,2
54,5481,1,2008,8,2
50,50711,1,2008,8,2
50,5035,1,2008,8,2
5,504,1,2008,8,2
73,73352,1,2008,6,1
13,13744,1,2008,8,2
85,8501,1,2008,9,2
54,548,1,2008,2,1
95,95001,1,2008,9,2
95,95001,1,2008,9,2
95,95001,1,2008,9,2
73,73555,1,2008,9,2
5,5652,1,2008,9,2
54,5467,1,2008,9,2
18,18753,1,2008,9,2
18,18753,1,2008,9,2
18,18753,1,2008,9,2
13,13744,1,2008,6,1
13,13744,1,2008,7,1
13,13744,1,2008,7,1
13,13744,1,2008,7,1
13,13744,1,2008,7,1
50,50251,1,2008,9,2
76,76275,1,2008,8,2
73,73555,1,2008,9,2
18,1841,1,2008,2,1
19,19256,1,2008,1,1
20,20011,1,2008,5,1
13,13744,1,2008,9,2
23,23807,1,2008,9,2
76,76275,1,2008,9,2
23,23807,1,2008,9,2
19,19142,1,2008,9,2
50,5037,1,2008,9,2
54,54206,1,2008,9,2
18,18753,1,2008,9,2
18,18753,1,2008,9,2
50,5033,1,2008,9,2
50,5033,1,2008,9,2
50,5033,1,2008,9,2
23,23807,1,2008,9,2
18,18753,1,2008,9,2
18,18753,1,2008,9,2
11,11001,1,2008,10,2
11,11001,1,2008,10,2
50,5037,1,2008,9,2
50,5037,1,2008,9,2
50,5037,1,2008,9,2
50,5037,1,2008,9,2
95,95001,1,2008,9,1
95,95001,1,2008,9,1
50,50325,1,2008,10,1
50,50711,1,2008,10,1
50,50711,1,2008,10,1
50,50711,1,2008,10,1
50,50711,1,2008,10,1
86,86757,1,2008,10,1
5,579,1,2008,9,2
81,81794,1,2008,8,1
23,23807,1,2008,10,2
23,23807,1,2008,10,2
23,23466,1,2008,10,2
23,23807,1,2008,10,2
54,5472,1,2008,10,2
52,52385,1,2008,8,1
23,23807,1,2008,10,2
50,5035,1,2008,10,2
50,5035,1,2008,10,2
50,50251,1,2008,10,2
50,5035,1,2008,10,2
18,18753,1,2008,10,2
54,548,1,2008,10,2
54,548,1,2008,10,2
5,548,1,2008,10,2
95,952,1,2008,10,2
95,952,1,2008,10,2
18,18753,1,2008,10,2
18,18753,1,2008,10,2
23,23807,1,2008,10,2
23,23807,1,2008,10,2
50,50325,1,2008,10,2
5,5284,1,2008,10,2
18,1861,1,2008,10,2
18,1861,1,2008,10,2
18,18753,1,2008,10,2
18,18753,1,2008,10,2
18,18753,1,2008,10,2
27,2766,1,2008,7,1
19,19142,1,2008,9,2
18,18753,1,2008,9,2
5,5147,1,2008,9,1
5,5147,1,2008,9,1
5,5147,1,2008,9,1
54,5481,1,2008,11,1
54,5481,1,2008,11,1
68,68235,1,1992,5,1
13,13873,1,2004,12,1
68,6825,1,2004,3,2
13,1367,1,1994,12,1
68,68547,1,2002,8,1
68,68081,1,2001,3,1
50,5037,1,2008,10,2
18,18753,1,2008,10,2
18,18753,1,2008,10,2
13,1367,1,2008,10,2
18,18753,1,2008,10,2
18,18753,1,2008,10,2
13,13744,1,2001,2,1
54,5472,1,2008,10,2
50,5033,1,2008,10,2
50,5033,1,2008,10,2
68,68296,1,1997,2,1
81,81065,1,2004,10,1
5,5483,1,2001,1,1
13,1367,1,1996,8,1
20,2055,2,1996,4,1
15,15183,1,1992,10,2
68,68773,1,2006,7,1
52,52612,1,2008,11,2
18,18753,1,2008,11,2
50,50711,1,2008,11,2
13,13473,1,1991,6,2
76,7652,1,2008,11,2
68,68235,1,1991,5,1
13,13688,1,2,10,1
13,13688,1,2001,8,1
54,5481,1,1997,7,1
68,68689,1,1991,8,1
68,68689,1,1994,2,1
68,68689,1,1994,2,1
68,68081,1,2001,3,1
13,1367,1,2002,12,1
68,68773,1,2006,7,1
50,5037,1,2008,11,2
50,5037,1,2008,11,2
50,5059,1,2008,11,2
50,5059,1,2008,11,2
50,5059,1,2008,11,2
50,5059,1,2008,11,2
13,13744,1,2002,11,1
13,1367,1,1997,2,1
54,5425,1,2008,11,2
68,68235,1,1992,2,1
68,68444,1,2003,2,1
68,68235,1,1992,2,1
68,68444,1,2002,5,1
13,1316,1,2005,1,1
20,20011,1,2001,9,1
68,68081,1,2001,5,1
23,23807,1,2008,11,2
50,5037,1,2008,11,2
52,52678,1,2008,1,1
17,17001,1,2006,3,1
19,19075,1,2006,9,1
50,50711,1,2006,7,1
95,95001,1,2008,9,1
95,95001,1,2008,8,1
19,19532,2,2008,10,1
52,52612,1,2008,4,1
52,52612,1,2008,4,1
52,52835,1,2008,10,1
20,20001,1,2007,4,1
52,52079,1,2007,10,1
5,5649,1,2005,6,1
27,27001,1,2004,11,1
13,1367,1,1992,1,1
52,52385,1,2007,10,1
81,81794,1,2007,9,1
20,20001,1,2006,6,1
19,19517,1,2006,1,1
20,20001,1,2006,6,1
19,19256,1,2007,12,1
52,52079,1,2008,3,1
19,19532,1,2002,8,1
18,18592,1,2008,11,2
18,18592,1,2008,11,2
73,73555,1,2008,11,2
23,23807,1,2008,11,2
50,5037,1,2008,11,2
5,566,1,2008,12,2
5,5031,1,2008,11,2
41,4102,2,2008,12,1
86,86573,1,2008,11,2
86,86573,1,2008,11,2
19,19455,1,2008,12,2
23,23807,1,2008,12,2
18,18753,1,2008,12,2
25,2512,1,2008,12,2
5,579,1,2008,12,2
5,579,1,2008,12,2
18,18753,1,2008,12,2
5,5031,1,2008,12,2
5,579,1,2008,12,2
19,19212,1,2008,12,2
81,81065,1,2009,1,2
50,5037,1,2009,1,2
50,50223,1,2008,12,2
13,1367,1,2008,10,2
18,18753,1,2008,9,2
18,18753,1,2008,10,2
5,5652,1,2005,4,1
13,13744,1,1991,6,2
50,5037,1,2008,3,1
81,81794,1,2009,1,1
18,18001,1,2009,1,2
13,1367,1,2009,1,2
95,952,1,2009,1,2
95,952,1,2009,1,2
95,952,1,2009,1,2
95,952,1,2009,1,2
95,952,1,2009,1,2
54,54398,1,2007,11,1
68,68001,2,1994,10,1
19,19256,1,2008,1,1
19,19256,1,2008,1,1
19,19807,1,1993,3,1
76,76275,1,2008,5,2
95,95001,1,2009,1,1
95,95025,1,2009,1,1
95,95025,1,2009,1,1
41,41001,2,2007,10,1
52,52079,1,2008,8,1
52,52079,1,2008,6,1
95,95025,1,2009,1,1
95,95025,1,2009,1,1
81,81794,1,2008,11,1
95,95025,1,2009,1,1
52,52385,1,2007,10,1
23,2358,1,2008,7,1
5,5887,1,1992,1,2
95,95025,1,2009,1,1
95,95025,1,2009,1,1
17,17433,2,2008,4,1
54,5481,1,2007,7,1
63,63212,1,2003,5,1
5,525,1,2003,4,2
50,5037,1,2009,1,2
95,952,1,2009,1,1
95,952,1,2009,1,1
18,18753,1,2009,2,2
54,54344,1,2009,2,2
54,54344,1,2009,2,2
5,504,1,2008,8,1
5,5234,1,2009,2,2
5,5854,1,2008,2,1
5,5854,1,2008,2,1
5,5854,1,2008,2,1
5,5031,1,2009,2,2
5,5031,1,2009,2,2
52,52678,1,2009,2,1
52,52678,1,2009,2,1
41,41799,1,2009,2,2
18,18753,1,2009,2,2
18,18753,1,2009,2,2
41,41078,1,2009,1,2
5,5887,1,2008,2,1
76,76275,1,2009,1,2
13,13688,1,2008,8,1
54,54398,1,2009,1,2
52,52385,1,2008,8,1
18,18001,1,2009,1,2
18,18001,1,2008,12,1
95,952,1,2008,8,1
52,52435,1,2009,1,2
50,50711,1,2008,10,1
81,81065,1,2009,1,2
81,81065,1,2009,1,2
81,81065,1,2009,1,2
50,5037,1,2009,1,2
50,5037,1,2009,1,2
54,5481,1,2009,2,2
73,73622,1,2009,2,2
73,73352,1,2008,6,1
50,5037,1,2008,10,1
5,579,1,2008,2,1
76,76563,1,2008,1,1
23,2358,1,2008,11,1
52,52079,1,2008,11,1
52,52079,1,2008,11,1
52,52612,1,2008,11,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
86,86757,1,2008,9,1
52,52079,1,2008,4,1
52,52079,1,2008,4,1
52,52385,1,2008,7,1
52,52612,1,2008,2,1
52,52678,1,2008,8,1
52,52678,1,2008,4,1
18,18592,1,2008,7,1
23,2358,1,2008,2,1
23,23807,1,2008,2,1
95,95001,1,2008,6,1
50,50711,1,2008,4,1
52,52678,1,2007,4,1
86,86568,1,2008,4,1
5,566,1,2009,2,1
5,5854,1,2008,10,1
52,52356,1,2008,10,1
5,5854,1,2008,10,1
5,5854,1,2008,10,1
5,5361,1,2009,1,1
5,5361,1,2009,1,1
54,5481,1,2008,11,1
5,5361,1,2009,1,1
23,2358,1,2007,10,1
23,2358,1,2007,10,1
5,566,1,2009,2,1
5,579,1,2009,1,1
5,5045,1,2009,3,2
5,566,1,2009,3,2
5,504,1,2009,3,2
5,5045,1,2009,3,2
85,8501,1,2009,3,2
44,44874,1,2009,3,2
95,952,1,2005,1,1
5,5045,1,2009,3,2
50,50001,1,2009,3,2
50,50001,1,2009,3,2
54,54344,1,2009,2,1
50,50001,1,2009,3,2
18,1841,1,2009,3,1
50,5033,1,2009,3,1
81,81794,1,2009,3,1
73,73622,1,2009,2,2
73,73622,1,2009,2,2
5,5055,1,2003,9,1
5,5649,1,2005,5,1
5,5649,1,2005,1,1
81,81065,1,2009,11,2
81,81065,1,2009,11,2
18,18753,1,2009,11,2
73,73555,1,2009,11,2
73,73555,1,2009,11,2
73,73555,1,2009,11,2
73,73555,1,2009,11,2
5,5284,1,2009,11,2
5,5361,1,2009,11,1
5,5649,1,2004,11,2
73,73168,1,2009,11,2
5,5234,1,2009,11,1
5,5234,1,2009,11,1
5,5234,1,2009,11,1
5,5234,1,2009,11,1
5,5234,1,2009,11,1
5,5649,1,2005,5,1
5,5031,1,2009,10,1
5,519,1,2005,12,1
5,5667,1,2006,4,1
5,504,1,2009,5,1
5,5854,1,2009,8,1
5,5887,1,2004,5,1
5,5854,1,2005,6,1
50,50711,1,2009,6,1
18,18592,1,2009,4,1
18,1841,1,2009,12,2
52,52621,1,2009,12,1
52,52621,1,2009,12,1
52,52678,1,2009,8,1
5,5234,1,2009,11,1
50,50313,1,2009,6,1
50,50313,1,2009,6,1
54,5425,1,2009,12,2
18,18753,1,2009,8,1
54,5425,1,2009,12,2
54,5425,1,2009,12,2
81,81794,1,2009,12,1
54,5425,1,2009,12,2
54,5425,1,2009,12,2
18,18592,1,2009,12,2
23,2358,1,2009,10,1
54,54245,1,2009,12,2
5,5045,1,2009,12,2
50,50313,1,2009,6,1
50,50313,1,2009,6,1
5,5045,1,2009,11,1
5,5234,1,2004,4,1
52,52678,1,2009,12,2
18,1841,1,2009,12,1
18,1841,1,2009,12,1
5,5887,1,2006,7,1
18,1841,1,2009,12,1
19,1905,1,2009,12,2
41,41799,1,2009,12,2
19,1905,1,2009,12,2
18,1841,1,2009,12,2
18,1841,1,2009,12,2
18,1841,1,2009,12,2
18,1841,1,2009,12,2
18,1841,1,2009,12,2
95,952,1,2009,5,1
68,68655,1,2009,7,1
73,73168,1,2009,12,2
73,73168,1,2009,12,2
81,81794,1,2009,12,1
73,73168,1,2009,12,2
50,50711,1,2009,8,1
95,952,1,2009,7,1
54,54498,1,2005,9,1
5,5649,1,2005,6,1
52,52621,1,2009,12,1
52,52621,1,2009,12,1
73,73168,1,2009,11,2
73,73622,1,2009,10,1
52,52678,1,2009,11,2
5,5361,1,2004,12,1
18,18592,1,2009,12,2
18,18753,1,2009,12,2
52,52079,1,2010,1,2
81,81794,1,2010,1,2
81,81794,1,2010,1,2
81,81794,1,2010,1,2
50,50711,1,2010,1,2
18,18205,1,2010,1,2
73,73675,1,2010,1,2
18,18753,1,2010,1,2
86,86568,1,2008,5,1
86,86568,1,2008,5,1
5,504,1,2008,2,1
86,86568,1,2008,5,1
50,50711,1,2008,10,1
5,504,1,2009,4,1
76,76126,1,2009,8,1
5,5107,1,2008,6,1
5,5107,1,2008,6,1
5,5107,1,2008,6,1
18,1841,1,2009,12,1
18,1841,1,2009,12,1
68,68132,1,2002,1,2
68,68132,1,2002,1,2
5,5837,1,2004,8,2
5,5837,1,2004,8,2
5,5837,1,2004,8,2
5,566,1,2004,10,2
5,566,1,2004,10,2
5,566,1,2004,10,2
13,13473,1,2004,12,2
18,18094,1,2005,1,2
86,86865,1,2001,9,2
86,86865,1,2001,9,2
5,504,1,2005,4,2
5,504,1,2005,4,2
5,504,1,2005,4,2
5,504,1,2005,4,2
15,15507,1,2002,1,2
17,17662,1,2005,12,2
17,17446,1,2006,4,2
17,17446,1,2006,4,2
17,17446,1,2006,4,2
13,13244,1,2005,10,2
13,13244,1,2005,10,2
13,13244,1,2005,10,2
73,73555,1,2007,7,2
52,52612,1,2007,8,2
52,52612,1,2007,8,2
52,52612,1,2007,8,2
52,52678,1,2008,2,2
52,52678,1,2008,2,2
54,54245,1,1999,12,2
54,54245,1,1999,12,2
13,13473,1,1995,4,2
13,13473,1,1995,4,2
13,13473,1,1995,4,2
85,85315,1,1993,10,2
13,13473,1,1995,4,2
20,20011,1,1996,7,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
5,5495,1,199,6,2
68,68235,1,1992,1,2
68,68235,1,1992,1,2
68,68235,1,1992,1,2
68,68235,1,1992,1,2
20,2055,1,1996,4,1
20,2055,1,1996,4,1
20,2055,1,1996,4,1
20,2055,1,1996,4,1
20,2055,1,1996,4,1
20,2055,1,1996,4,1
20,2055,1,1996,4,1
68,68081,1,1992,6,2
68,68081,1,1992,6,2
68,68081,1,1992,6,2
68,68081,1,1992,6,2
68,68081,1,1992,6,2
68,68081,1,1992,6,2
70,70429,1,1996,9,2
70,70429,1,1996,9,2
15,15377,1,2002,5,2
15,15377,1,2002,5,2
15,15377,1,2002,5,2
25,25394,1,2003,3,2
25,25279,1,2002,4,2
25,25279,1,2002,5,2
5,5197,1,2,2,2
5,5197,1,2,2,2
5,5038,1,2002,9,2
27,2766,1,2003,8,2
27,2766,1,2003,8,2
27,2766,1,2003,8,2
18,1841,1,2003,5,2
68,68655,1,2002,6,2
5,5001,1,2003,6,2
50,50251,1,2003,8,2
50,50251,1,2003,8,2
50,50251,1,2003,8,2
50,50251,1,2003,8,2
50,50251,1,2003,8,2
50,50251,1,2003,8,2
13,13244,1,2003,11,2
5,5652,1,2004,8,2
5,5652,1,2004,8,2
18,18753,1,2004,5,2
13,13244,1,2006,1,2
13,13244,1,2006,1,1
5,525,1,2007,6,2
81,81065,1,2005,5,1
54,54344,1,2005,6,2
81,81794,1,2001,6,2
52,5254,1,2006,9,1
50,50711,1,2007,3,2
50,50711,1,2007,3,2
50,50711,1,2007,3,2
13,13244,1,2006,3,1
19,19693,1,2003,10,2
5,5854,1,2007,1,1
81,81591,1,2004,7,1
18,1886,1,2006,2,2
18,1886,1,2006,2,2
73,73504,1,2002,10,2
73,73504,1,2002,10,2
17,17662,1,2007,1,2
17,17662,1,2007,1,2
13,1367,1,2006,9,2
54,5481,1,2004,12,2
13,13894,1,2004,7,2
86,8632,1,2001,2,1
81,81065,1,2004,5,2
18,1886,1,2004,10,2
81,81794,2,2001,6,2
81,81794,2,2001,6,2
81,81794,2,2001,6,2
5,579,1,2003,9,1
23,23807,1,2005,8,1
5,5854,1,2005,5,2
5,5854,1,2005,5,2
27,27245,1,2005,5,2
50,50711,1,2005,7,2
50,50711,1,2005,7,2
54,5468,1,2006,8,1
54,5468,1,2006,8,1
54,5468,1,2006,8,1
54,5468,1,2006,8,1
68,68235,1,1992,3,1
68,68235,1,1992,3,1
68,68235,1,1992,3,2
68,68235,1,1992,3,2
5,5475,1,2002,8,1
25,25823,1,2003,8,2
25,25823,1,2003,8,2
50,5035,1,2007,7,2
50,5035,1,2007,7,2
17,17614,1,2004,7,2
19,19001,2,2001,8,1
19,19001,2,2001,8,1
5,5649,1,2005,3,2
85,85315,1,2003,7,1
25,25851,1,2003,6,2
18,18592,1,2007,2,2
19,1978,2,2002,1,1
5,5756,1,2007,8,2
52,52418,1,2004,12,1
5,5756,1,2004,9,2
18,18001,1,2,3,2
18,18001,1,2,3,2
5,5038,1,1999,11,1
54,5425,1,2005,10,1
5,5361,1,2003,11,2
73,73236,1,2006,8,2
68,68689,1,1992,5,1
19,19821,1,2004,3,2
50,504,1,2006,7,2
18,1861,1,2007,7,1
18,1861,1,2007,7,1
20,20045,1,2004,4,1
20,20045,1,2004,4,1
18,1815,1,2004,11,2
18,1815,1,2004,11,2
68,68377,1,2002,4,1
68,68377,1,2002,4,1
52,52678,1,2007,8,1
17,17662,1,2002,9,1
17,17662,1,2002,9,1
17,17662,1,2002,9,1
5,525,1,2007,2,1
54,5425,1,2007,5,2
54,5425,1,2007,5,2
54,5425,1,2007,5,2
54,5481,1,2004,7,2
13,13244,1,2006,2,1
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
25,25394,1,2001,10,2
81,81001,1,2007,12,2
18,18753,1,2007,11,2
18,18753,1,2007,3,2
50,5037,1,2007,11,2
50,5037,1,2007,11,2
44,4442,1,1999,12,2
44,4442,1,1999,12,1
44,4442,1,1999,12,2
44,4442,1,1999,12,2
44,4442,1,1999,12,2
44,4442,1,1999,12,2
44,4442,1,1999,12,2
44,4442,1,1999,12,2
44,4442,1,1999,12,1
44,4442,1,1999,12,2
44,4442,1,1999,12,2
18,18001,1,2005,6,2
18,18001,1,2005,6,2
18,18001,1,2005,6,2
18,18001,1,2005,6,2
50,50711,1,2006,5,2
41,41206,1,2004,10,2
13,13042,1,2004,3,2
13,13042,1,2004,3,2
54,54398,1,2007,3,2
54,54398,1,2007,3,2
54,54398,1,2007,3,2
5,5652,1,2004,7,1
5,5031,1,2002,5,1
50,50711,1,2006,2,1
50,50711,1,2006,2,1
54,5481,1,2007,3,1
5,5652,1,2003,8,2
52,52835,1,2006,8,1
18,18256,1,2004,7,1
5,5148,1,2003,9,2
81,81736,1,2002,1,1
23,2358,1,2007,9,1
5,5321,1,2002,5,2
5,566,1,2006,9,2
54,5481,1,2003,4,1
18,18753,1,2004,7,2
73,7387,1,2003,12,1
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
50,50711,1,2006,10,2
5,525,1,2001,4,1
81,813,1,2005,4,1
17,17513,1,2004,3,2
17,17513,1,2004,3,2
17,17513,1,2002,6,1
81,813,1,2006,8,2
52,52356,1,2004,2,2
50,50711,1,2006,3,1
50,50711,1,2006,3,1
5,5854,1,2006,2,2
5,5854,1,2006,2,2
5,5652,1,2004,6,2
5,5652,1,2004,6,2
5,5495,1,1993,4,1
5,5495,1,1993,4,1
27,27245,1,2005,5,2
27,27245,1,2005,5,2
15,15377,1,2,7,2
15,15377,1,2,7,2
13,13244,1,2005,8,2
13,13244,1,2005,8,2
54,548,1,2007,2,1
97,97001,1,2003,10,2
97,97001,1,2003,10,2
97,97001,1,2003,10,2
68,68686,1,2002,4,2
68,68686,1,2002,4,2
15,15518,1,1993,10,2
25,25328,1,2003,4,1
86,86571,1,2008,5,2
86,86571,1,2008,5,2
86,86571,1,2008,5,2
86,86571,1,2008,5,2
86,86571,1,2008,5,2
73,73555,1,2006,1,2
13,1367,1,2005,11,1
5,5002,1,2005,5,1
5,5756,1,2005,12,1
5,5756,1,2005,12,1
5,504,1,2007,10,2
81,81065,1,2008,5,1
17,17541,1,2004,2,2
50,50711,1,2005,4,2
50,50711,1,2005,4,2
5,525,1,2007,2,1
5,579,1,2005,4,1
5,589,1,2001,7,2
5,5895,1,1994,11,2
18,18753,1,2007,10,2
